profile,controller,mean_L,cvar90_L,worst_L,mean_V,cvar90_V,failure_rate,mean_unsafe_duration,mean_final_I,mean_C_U,mean_C_R,fail_p_rate,fail_a_rate,fail_h_rate,fail_phi_rate,fail_m_rate,fail_I_rate,worst_max_a,worst_max_h,worst_max_p,worst_min_m,min_final_I
combined_harsh,a10_thermal_refined_v04,6.488535376528794,9.848417198166214,11.998822557157949,0.027197296888380705,0.057936719684572535,1.0,0.701225,1.1135296998481996,1.1290604372530029,70.85987200480244,0.0,0.0,0.995,0.0,0.97,0.0,0.4060405313958393,1.325232679086628,0.8411699558992421,-0.22330005802960076,1.0919306245496627
combined_harsh,a10_thermal_v04,6.500431539525263,9.856182850623359,11.995217512731077,0.02725793549661749,0.05799560934189202,1.0,0.701225,1.1134885641427736,1.1165657855771127,71.02649665496186,0.0,0.0,0.995,0.0,0.97,0.0,0.4092275129961943,1.3266250969442885,0.8411699558992421,-0.2240066117776919,1.0918972705242838
combined_harsh,power_only,23.222631220726253,33.690645893407755,37.04590619739484,0.22579464336364496,0.3295505919366378,1.0,0.7381416666666665,1.0972130117050023,0.3866001496080909,11.316937088802666,0.0,0.0,1.0,0.0,1.0,0.0,0.8074879589671278,1.674780631662452,0.8530567718076358,-1.0844027207254372,1.037292591786209
combined_harsh,a10_barrier_v03,7.806864047820861,12.177068612837687,14.326559737712738,0.04068721725841207,0.08003889698592724,1.0,0.7414833333333334,1.1356023764220806,0.8777658039163501,71.2517832239277,0.0,0.0,1.0,0.0,0.96,0.0,0.4483599916374383,1.3952379209788155,0.8517436241917075,-0.17866909443390727,1.108981908213565
combined_harsh,a10_v01,22.742577601016936,33.36626112588331,36.95337174396936,0.1773511850128053,0.27551989321780324,1.0,0.7524583333333332,1.123822239489289,0.7690434762124848,97.07300808987813,0.0,0.0,1.0,0.0,1.0,0.0,0.4372537646444583,1.3380831696130928,0.8691709131491402,-1.0252055163074394,1.0837651526597256
combined_harsh,lqr_like,23.216876605867128,36.62502564056732,40.86303380984221,0.18937201687776414,0.3143184296910928,1.0,0.7727583333333332,1.1528555404133298,0.7016069356904271,82.78707061905257,0.0,0.0,1.0,0.0,1.0,0.0,0.5821565407794357,1.5186641069000872,0.8970381948599722,-1.0381354187197454,1.1094232144558096
combined_harsh,cooling_only,16.99660966318782,32.87521313076972,46.739547437673004,0.16354604282717794,0.32282090718689,1.0,0.7810833333333332,1.2546773522821366,1.0435812729055698,8.665782517778228,0.0,0.0,1.0,0.0,0.0,0.0,0.8445654303808954,2.229590773138926,0.8917499466986529,0.9183273761318608,1.2415933832343358
combined_harsh,pid_damping,19.316657376155966,35.75743246651803,47.455928048436746,0.17243386813743986,0.33669330488802796,1.0,0.7829166666666666,1.2573350963139784,0.6433085092858942,38.89217721109608,0.0,0.0,1.0,0.0,0.0,0.0,0.7059751838064235,2.120429701357597,0.8913559308215566,0.9183273761318608,1.2474881614232245
combined_harsh,no_control,21.681824933849352,42.921543366828544,64.3099876854513,0.2156564493384935,0.4280536336682855,1.0,0.7835083333333333,1.2505042678371552,0.5808999999999999,3.120102652330148e-28,0.0,0.005,1.0,0.0,0.0,0.0,1.0125571533098987,2.590390324599363,0.892402189084357,0.9183273761318608,1.2332134729658357
combined_moderate,a10_thermal_refined_v04,3.712686414793607,4.988572336637461,5.512492417683024,0.0029969097392807897,0.008795573459877025,0.845,0.37436249999999993,1.1406948753801935,0.9398585260065958,64.50047471328418,0.0,0.0,0.57,0.0,0.6,0.0,0.3933087092509246,1.1447163848537978,0.8421390267749833,-0.1077290908958827,1.116856756795234
