profile,architecture,controller,mean_L,cvar90_L,worst_L,mean_V,cvar90_V,failure_rate,mean_unsafe_duration,mean_final_I,min_final_I,fail_p_rate,fail_a_rate,fail_h_rate,fail_phi_rate,fail_m_rate,fail_I_rate,worst_max_a,worst_max_h,worst_max_p,worst_min_m,cooling_scale,supply_scale,impulse_scale,resource_score
combined_moderate,C1.00_S1.50_I1.00,a10_minimax_v07,3.1040992458464274,3.871244957520861,4.164617811195109,7.837603775243322e-10,7.837603775243322e-10,0.006666666666666667,3.0555555555555154e-05,1.0325011788559808,0.9996210557769846,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.36122285550734434,0.9753061428717044,0.7945256253883788,0.1429584719929267,1.0,1.5,1.0,0.5
combined_moderate,C1.00_S1.55_I1.00,a10_minimax_v07,3.0980340026910778,3.876628690358314,4.127416740508434,0.0,0.0,0.0,0.0,1.0381150553125378,1.0081508132163375,0.0,0.0,0.0,0.0,0.0,0.0,0.3633980982312696,0.9753436745030062,0.7945257302061214,0.20077045171301133,1.0,1.55,1.0,0.55
combined_moderate,C1.05_S1.50_I1.00,a10_minimax_v07,3.1186767623564484,3.891157960442678,4.192538646586493,9.241529739093354e-10,9.241529739093354e-10,0.006666666666666667,3.0555555555555154e-05,1.0327041221084983,0.9998541947731273,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.36222540643622786,0.9724140518192713,0.7945590880712542,0.14249533320005164,1.05,1.5,1.0,0.55
combined_moderate,C1.00_S1.60_I1.00,a10_minimax_v07,3.0889134379907635,3.876830055598481,4.1199291969755585,0.0,0.0,0.0,0.0,1.0433264547924175,1.0165587983085498,0.0,0.0,0.0,0.0,0.0,0.0,0.36434598113963207,0.9753707797516784,0.7945258262233609,0.2514928932259191,1.0,1.6,1.0,0.6000000000000001
combined_moderate,C1.05_S1.55_I1.00,a10_minimax_v07,3.112868931727745,3.8977973333049847,4.162287285073443,0.0,0.0,0.0,0.0,1.0383465723054486,1.0083014508713402,0.0,0.0,0.0,0.0,0.0,0.0,0.36439776668490637,0.9724571108294228,0.7945592026919138,0.20000273482633346,1.05,1.55,1.0,0.6000000000000001
combined_moderate,C1.10_S1.50_I1.00,a10_minimax_v07,3.1338329894954913,3.9115407458773443,4.222636027181893,1.129913215910302e-09,1.129913215910302e-09,0.0033333333333333335,3.611111111111083e-05,1.0329188184503073,1.0001270627286223,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.3632612339563747,0.9695291122260383,0.7945952708580793,0.14188626450596806,1.1,1.5,1.0,0.6000000000000001
combined_moderate,C1.00_S1.65_I1.00,a10_minimax_v07,3.0784591014226104,3.8718804127680158,4.125868054465146,0.0,0.0,0.0,0.0,1.047906583123749,1.0259666190717818,0.0,0.0,0.0,0.0,0.0,0.0,0.3647013876297601,0.9753903967142317,0.7945259141947087,0.31146727446585476,1.0,1.65,1.0,0.6499999999999999
combined_moderate,C1.05_S1.60_I1.00,a10_minimax_v07,3.103643480803545,3.897904343960105,4.153003472953099,0.0,0.0,0.0,0.0,1.0436309063524785,1.0168787511391075,0.0,0.0,0.0,0.0,0.0,0.0,0.3653489483307273,0.9724879451132139,0.7945593071339857,0.2506891433867084,1.05,1.6,1.0,0.6500000000000001
combined_moderate,C1.10_S1.55_I1.00,a10_minimax_v07,3.1280452391568763,3.9188412665186094,4.201942368904516,0.0,0.0,0.0,0.0,1.038590628320245,1.008484318332034,0.0,0.0,0.0,0.0,0.0,0.0,0.3654143671485657,0.9695786696213707,0.7945953851546517,0.19906591141777855,1.1,1.55,1.0,0.6500000000000001
combined_moderate,C1.00_S1.70_I1.00,a10_minimax_v07,3.065143565909932,3.862333721078528,4.133585518996521,0.0,0.0,0.0,0.0,1.0514774306669832,1.030572521723413,0.0,0.0,0.0,0.0,0.0,0.0,0.36483319275029047,0.9754046199832637,0.7945259948089629,0.3694603864923996,1.0,1.7,1.0,0.7
