profile,controller,seed,L,V,unsafe_duration,impulse_shortfall,failure,max_p,max_a,max_h,max_abs_phi,min_m,final_I,C_U,C_R,fail_p,fail_a,fail_h,fail_phi,fail_m,fail_I
nominal_retest,no_control,5012,2.1867937542382134,0.020706137542382135,0.6585714285714286,0.0,1,0.8907967113528767,0.5282335026413477,1.2823065754994756,0.0020100606808770302,0.9402152709502467,1.2580070552483693,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5013,0.8867864708897644,0.007706064708897644,0.5757142857142857,0.0,1,0.8906482575356677,0.4926740013977584,1.193371731335862,0.0017551649002545161,0.9402152709502467,1.2613439103007864,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5014,0.7994079562034171,0.006832279562034172,0.5414285714285715,0.0,1,0.8906969931133926,0.455726243247425,1.1902319042014224,0.0023557586971434644,0.9402152709502467,1.2606725557809704,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5015,0.11618,0.0,0.0,0.0,0,0.8905341849413899,0.37767098109323816,0.9264049532169576,0.002275236647860343,0.9402152709502467,1.2635503155452783,0.5809,2.524354896707235e-28,0,0,0,0,0,0
nominal_retest,no_control,5016,1.641316295025225,0.01525136295025225,0.63,0.0,1,0.8907747168611448,0.48200052886906536,1.245973120767604,0.0023514845580032344,0.9402152709502467,1.2583855249414866,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5017,0.7176785405296311,0.00601498540529631,0.5842857142857143,0.0,1,0.8904496143519943,0.31813853077873,1.1488515063006997,0.00212386618904268,0.9402152709502467,1.2636704015649254,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5018,0.14080323999426894,0.00024623239994268936,0.2614285714285714,0.0,1,0.8904729350091328,0.3748782440865975,1.055218927649058,0.0018045591925599555,0.9402152709502467,1.2643676369824377,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5019,0.11990416817062728,3.72416817062728e-05,0.09857142857142853,0.0,1,0.8907540550635422,0.4944375144390058,1.0344795763920713,0.0020133960480007373,0.9402152709502467,1.2584640553450681,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5020,0.11618,0.0,0.0,0.0,0,0.8906782960695776,0.455110915876203,0.9994538081624156,0.002314113909853963,0.9402152709502467,1.260957214587249,0.5809,2.524354896707235e-28,0,0,0,0,0,0
nominal_retest,no_control,5021,0.22223259145138316,0.0010605259145138315,0.40714285714285714,0.0,1,0.89057315225804,0.4095521701990429,1.0887112713893314,0.0017450308976855284,0.9402152709502467,1.2603292953034757,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5022,0.12776296115272398,0.00011582961152723978,0.1757142857142857,0.0,1,0.8906096721261936,0.42983390489852674,1.0454669441577045,0.002234100080969352,0.9402152709502467,1.2625925279881582,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5023,0.12299885876900969,6.818858769009681e-05,0.12428571428571422,0.0,1,0.8907391214713535,0.5086900055183338,1.0415065149875098,0.0019719624182699775,0.9402152709502467,1.2596928647395518,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5024,0.11738334228134399,1.2033422813439852e-05,0.07285714285714284,0.0,1,0.8906107112243438,0.4537646889674807,1.0223678642907794,0.0018837004157059528,0.9402152709502467,1.2619600681868381,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5025,1.228287841430923,0.011121078414309232,0.6042857142857143,0.0,1,0.8907964637143515,0.5188269173695047,1.2441587275434205,0.001988462261398565,0.9402152709502467,1.2579794449159123,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5026,0.11653822125246768,3.582212524676768e-06,0.04142857142857137,0.0,1,0.8907189170739229,0.45903902046582007,1.016505082144409,0.00232571536263258,0.9402152709502467,1.2595482855319333,0.5809,2.524354896707235e-28,0,0,1,0,0,0
nominal_retest,no_control,5027,0.13989878767961542,0.00023718787679615402,0.2757142857142857,0.0,1,0.8905471567296113,0.4016387749052034,1.0517848892207844,0.002394263364206851,0.9402152709502467,1.2650059515995369,0.5809,2.524354896707235e-28,0,0,1,0,0,0
