profile,architecture,controller,mean_L,cvar90_L,worst_L,mean_V,cvar90_V,failure_rate,mean_unsafe_duration,mean_final_I,min_final_I,fail_p_rate,fail_a_rate,fail_h_rate,fail_phi_rate,fail_m_rate,fail_I_rate,worst_max_a,worst_max_h,worst_max_p,worst_min_m,cooling_scale,supply_scale,impulse_scale,resource_score
heat_150,C2.50_S1.20_I1.00,a10_minimax_v07,2.5807630808563347,3.622294179934648,3.9631743599556417,3.779254649563841e-08,3.779254649563841e-08,0.006666666666666667,0.001505555555555555,1.0401210473535416,1.013039952041396,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.2793869271879976,1.008569353122435,0.7935915865773556,0.19538516715513854,2.5,1.2,1.0,1.7
heat_150,C2.50_S1.30_I1.00,a10_minimax_v07,2.5689975285488345,3.629014154774246,3.9537862723932444,3.7824353406446025e-08,3.7824353406446025e-08,0.006666666666666667,0.001505555555555555,1.0447299848810998,1.02702623239849,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.2795984009910266,1.0085715897512229,0.7935916474456176,0.25267545246736983,2.5,1.3,1.0,1.8
heat_150,C2.40_S1.20_I1.00,a10_minimax_v07,2.5471024949706567,3.5689167982277334,3.8517384828465175,1.8518517539036027e-07,1.8518517539036027e-07,0.013333333333333334,0.003138888888888887,1.0397368377268519,1.013784883846786,0.0,0.0,0.02,0.0,0.0,0.0,0.2779251717627273,1.0146311458915143,0.7935103849167972,0.19327304294966008,2.4,1.2,1.0,1.5999999999999999
heat_150,C2.50_S1.10_I1.00,a10_minimax_v07,2.591114171894259,3.6019441856611207,3.9615371367392456,3.943166252696134e-08,3.943166252696134e-08,0.013333333333333334,0.001583333333333332,1.0347954481374957,1.002628313078972,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.2784486691831761,1.00856655275974,0.7935915194476165,0.13977329596214827,2.5,1.1,1.0,1.6
heat_150,C2.40_S1.30_I1.00,a10_minimax_v07,2.535417077013497,3.572653120673004,3.841191877774867,1.8527485675989097e-07,1.8527485675989097e-07,0.013333333333333334,0.0031444444444444428,1.044120702005002,1.026746040459247,0.0,0.0,0.02,0.0,0.0,0.0,0.2781320033572769,1.0146333536359324,0.7935104461745542,0.25416459290729015,2.4,1.3,1.0,1.7
heat_150,C2.30_S1.20_I1.00,a10_minimax_v07,2.5148643255024012,3.515344539491435,3.7491122797249794,5.735416978643974e-07,5.735416978643974e-07,0.02,0.006216666666666665,1.0393470644946246,1.0152477331452172,0.0,0.0,0.02,0.0,0.0,0.0,0.2764813335828929,1.0207059051131449,0.7934269895023471,0.19290203477869913,2.3,1.2,1.0,1.4999999999999998
heat_150,C2.40_S1.10_I1.00,a10_minimax_v07,2.5576692207383167,3.554116735316631,3.8790649582079757,1.8821753190048943e-07,1.8821753190048943e-07,0.02,0.003227777777777775,1.0346078712269162,1.0031098596091061,0.0,0.0,0.02,0.0,0.006666666666666667,0.0,0.27701174873615086,1.0146283849087776,0.7935103173330447,0.13672569784179467,2.4,1.1,1.0,1.5
heat_150,C2.30_S1.30_I1.00,a10_minimax_v07,2.5028113772306155,3.5113861342476675,3.7592409556934046,5.738003372869266e-07,5.738003372869266e-07,0.02,0.006216666666666665,1.0435406508417502,1.0264758537765428,0.0,0.0,0.02,0.0,0.0,0.0,0.2766676116013865,1.020708097826306,0.7934270511494163,0.2565588043456892,2.3,1.3,1.0,1.5999999999999999
heat_150,C2.30_S1.10_I1.00,a10_minimax_v07,2.525016397391732,3.5032631885853136,3.7935560472306222,5.764909517600561e-07,5.764909517600561e-07,0.02666666666666667,0.006305555555555553,1.0344266128881228,1.0037890753651868,0.0,0.0,0.02,0.0,0.006666666666666667,0.0,0.2756642711625705,1.0207031632942702,0.7934269214626004,0.13630809494558258,2.3,1.1,1.0,1.4
heat_150,C2.20_S1.20_I1.00,a10_minimax_v07,2.483568814158982,3.4614392532797313,3.6945837747358836,1.413871230399314e-06,1.413871230399314e-06,0.02666666666666667,0.009249999999999998,1.0389657037517648,1.0166003052068775,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.27502856147382526,1.026749403024124,0.7933420790227234,0.19078685864678874,2.2,1.2,1.0,1.4000000000000001
