controller,seed,L,V,unsafe_duration,impulse_shortfall,failure,max_p,max_a,max_h,max_abs_phi,min_m,final_I,C_U,C_R
no_control,1022,1.0771964001625378,0.009610164001625378,0.6208333333333332,0.0,1,0.8904868657141787,0.3337156617826213,1.1825784391350056,0.002243972493556167,0.9402152709502479,1.2633721491928864,0.5809,3.1201026523301475e-28
no_control,1023,1.1285572317593204,0.010123772317593205,0.5791666666666666,0.0,1,0.8905564677637302,0.39232980131802114,1.2072697046727092,0.0018560185697237969,0.9402152709502479,1.2607528884189299,0.5809,3.1201026523301475e-28
no_control,1024,0.11618,0.0,0.0,0.0,0,0.8905559485124666,0.39286940963610706,0.9991796431279115,0.0016713609184781637,0.9402152709502479,1.2594553868026073,0.5809,3.1201026523301475e-28
no_control,1025,0.4900985213398806,0.0037391852133988055,0.5308333333333333,0.0,1,0.8906673897560764,0.47696333736684,1.1468335968028518,0.002164729383943605,0.9402152709502479,1.261917882796474,0.5809,3.1201026523301475e-28
no_control,1026,0.2433815991501535,0.001272015991501535,0.43749999999999994,0.0,1,0.8904603392797615,0.37382742208381353,1.0886870132668707,0.0020380477142629906,0.9402152709502479,1.2666045082450739,0.5809,3.1201026523301475e-28
no_control,1027,0.17980482941831646,0.0006362482941831645,0.3441666666666666,0.0,1,0.8904623100523517,0.34549058251901,1.0714603288170286,0.002447640027748903,0.9402152709502479,1.267798131287487,0.5809,3.1201026523301475e-28
no_control,1028,0.19848451767900083,0.0008230451767900081,0.2724999999999999,0.0,1,0.890685367135969,0.5010213142564208,1.0994643162238318,0.0020265752342728885,0.9402152709502479,1.2612160639135388,0.5809,3.1201026523301475e-28
no_control,1029,1.1613763572510447,0.010451963572510447,0.6174999999999999,0.0,1,0.8906979848421958,0.5067000047232363,1.211310884516517,0.0020396880454760613,0.9402152709502479,1.2609521832094115,0.5809,3.1201026523301475e-28
no_control,1030,0.11618,0.0,0.0,0.0,0,0.8905447032281217,0.37712575008613486,0.9304483316298583,0.0022053679725081527,0.9402152709502479,1.2622830021016593,0.5809,3.1201026523301475e-28
no_control,1031,2.190810529535248,0.02074630529535248,0.6791666666666666,0.0,1,0.8907382317309679,0.4710811401655789,1.273530068467778,0.0022199729818161954,0.9402152709502479,1.2583913618970108,0.5809,3.1201026523301475e-28
no_control,1032,0.18776781959896757,0.0007158781959896756,0.22083333333333321,0.0,1,0.8908553514545007,0.5316143079984653,1.1033751401886707,0.0019342743789921401,0.9402152709502479,1.2560256978842486,0.5809,3.1201026523301475e-28
no_control,1033,1.7519025486078181,0.01635722548607818,0.6141666666666666,0.0,1,0.890810256441217,0.5021783549187808,1.271477314499727,0.002364845267715466,0.9402152709502479,1.257767916722315,0.5809,3.1201026523301475e-28
no_control,1034,0.11790729502113736,1.7272950211373594e-05,0.06583333333333324,0.0,1,0.8909804579421348,0.5679652105703531,1.028438184336563,0.0017560553268400928,0.9402152709502479,1.25298406455657,0.5809,3.1201026523301475e-28
no_control,1035,0.14429591365044758,0.00028115913650447586,0.24583333333333324,0.0,1,0.8905744324013412,0.3996532566078571,1.0597979750703697,0.0016413323076090425,0.9402152709502479,1.2586027264204216,0.5809,3.1201026523301475e-28
no_control,1036,0.8745090031457281,0.007583290031457281,0.6224999999999999,0.0,1,0.8904637794902958,0.3836766764630792,1.1711089799844447,0.0019400150966452062,0.9402152709502479,1.2666484229922652,0.5809,3.1201026523301475e-28
no_control,1037,0.11789666769349998,1.7166676934999725e-05,0.09583333333333321,0.0,1,0.8905586604037702,0.3915135236036211,1.023423022522805,0.0022555490089479096,0.9402152709502479,1.2631843913605914,0.5809,3.1201026523301475e-28
no_control,1038,0.11618,0.0,0.0,0.0,0,0.8905587774873731,0.4032913982029315,0.9604244322966111,0.002146825364634344,0.9402152709502479,1.262791017112327,0.5809,3.1201026523301475e-28
no_control,1039,0.3206497066462549,0.0020446970664625493,0.3691666666666666,0.0,1,0.8908731682186428,0.5173473618852413,1.1348547398442992,0.002365423764785227,0.9402152709502479,1.2561608175550945,0.5809,3.1201026523301475e-28
no_control,1040,1.3001150620041089,0.011839350620041088,0.6241666666666666,0.0,1,0.8907895457756146,0.4905186536145503,1.2348003142786865,0.0023191795274125192,0.9402152709502479,1.2582229549399913,0.5809,3.1201026523301475e-28
no_control,1041,0.4450244337441496,0.003288444337441496,0.37083333333333324,0.0,1,0.8908979660575073,0.5699878402142843,1.1736146887289878,0.0020506330049796947,0.9402152709502479,1.2560430674582415,0.5809,3.1201026523301475e-28
no_control,1042,0.13063919753579017,0.00014459197535790155,0.23083333333333322,0.0,1,0.8905534337316373,0.37696721074956463,1.044914551715944,0.002115392173535993,0.9402152709502479,1.2610811744393868,0.5809,3.1201026523301475e-28
no_control,1043,0.11618,0.0,0.0,0.0,0,0.8905380452082041,0.35965140138406937,0.9513320581477221,0.002119834171925007,0.9402152709502479,1.2606396975154595,0.5809,3.1201026523301475e-28
no_control,1044,0.608748719716681,0.0049256871971668096,0.5491666666666666,0.0,1,0.8904935524768414,0.3202803514323335,1.138170457913637,0.002285885284086704,0.9402152709502479,1.2612958660182865,0.5809,3.1201026523301475e-28
no_control,1045,0.14074943376180127,0.0002456943376180126,0.18249999999999988,0.0,1,0.8907214152583881,0.4806591932499629,1.0660447858037712,0.0020872125669640427,0.9402152709502479,1.2593663314628432,0.5809,3.1201026523301475e-28
no_control,1046,0.8217689677865985,0.007055889677865984,0.6158333333333332,0.0,1,0.8904466250994773,0.3358840368253777,1.1588350261867393,0.001981795317059725,0.9402152709502479,1.2645089111375372,0.5809,3.1201026523301475e-28
no_control,1047,0.14918583634441449,0.0003300583634441447,0.23916666666666658,0.0,1,0.8906370927021077,0.4476971595141482,1.0661653403683073,0.0018589579651899335,0.9402152709502479,1.2603317298989698,0.5809,3.1201026523301475e-28
no_control,1048,0.11674388460163036,5.638846016303577e-06,0.045833333333333226,0.0,1,0.8906083873404093,0.4723153700224641,1.0193309224470388,0.0017193258123922176,0.9402152709502479,1.2623826726784455,0.5809,3.1201026523301475e-28
no_control,1049,0.2754598441390815,0.0015927984413908146,0.4358333333333333,0.0,1,0.8905591631662789,0.38295987875847265,1.1031116494137931,0.0020674680204978064,0.9402152709502479,1.2610282065445546,0.5809,3.1201026523301475e-28
no_control,1050,0.14915246070345237,0.0003297246070345237,0.23416666666666658,0.0,1,0.8905719247289875,0.4303565802296694,1.0679373168413457,0.002274297191855285,0.9402152709502479,1.2644417744729932,0.5809,3.1201026523301475e-28
no_control,1051,0.11812490049120408,1.9449004912040748e-05,0.0774999999999999,0.0,1,0.8907182501463261,0.51502730859932,1.0278091480247207,0.002054592415233257,0.9402152709502479,1.2602975901206597,0.5809,3.1201026523301475e-28
no_control,1052,0.13405171384167458,0.0001787171384167456,0.23749999999999993,0.0,1,0.8905108520197454,0.36139170297243467,1.0473939483715424,0.001763195310774705,0.9402152709502479,1.2600718517578935,0.5809,3.1201026523301475e-28
